employee_id,full_name,email,department,office_location,employment_type,grade,budget,headcount,hours_worked,rating,notes,report_date
E01521,Brent Green,margaretirwin@kirk.edu.au,Marketing,Sydney,Part-time,APS6,169019,1,1245.3,2.4,,2023-10-24
E01522,Philip Sloan,valdezalyssa@perry.com,Marketing,Canberra,Part-time,APS4,87385,3,430.4,3.1,,2024-08-24
E01523,Mark Harris,pamela10@nelson.net,HR,Darwin,Part-time,EL1,165637,1,253.1,3.8,,2024-04-10
E01524,Darlene Guzman,longjoshua@blevins-hansen.biz,HR,Perth,Full-time,SES1,139489,2,509.9,1.4,,2024-11-26
E01525,Jacqueline Turner,graykristin@wilson.edu.au,Operations,Darwin,Casual,EL1,65139,4,1553.2,3.9,,2023-03-27
E01526,Shelby Taylor,ltate@martinez.net.au,Legal,Sydney,Full-time,EL1,120517,5,1559.2,4.1,Dolor odio optio ipsam adipisci.,2024-06-21
E01527,Mr. James Weaver DDS,nathan39@nguyen-davis.org.au,Operations,Melbourne,Full-time,APS4,166258,1,1096.4,2.3,,2024-02-29
E01528,Emily Burns,monteskarl@bailey.edu.au,Finance,Melbourne,Contract,APS4,143471,4,548.6,2.1,,2024-09-02
E01529,Patrick Foster,staceyarias@noble.org.au,Sales,Melbourne,Part-time,APS1,139920,3,327.7,1.2,,2023-11-15
E01530,Margaret Schultz,bsimpson@herrera-gardner.org.au,Marketing,Brisbane,Casual,APS2,112035,5,911.5,4.4,,2024-08-23
E01531,Kristi Joseph,angela22@barnett.org,Sales,Perth,Part-time,APS4,80667,2,1131.2,3.0,,2023-03-17
E01532,Emily Sullivan,tracy91@jones-rogers.com,Legal,Brisbane,Contract,APS6,93442,1,1282.2,4.4,,2023-10-29
E01533,Mallory Cox,greenshawn@ruiz-duran.org.au,Sales,Hobart,Casual,APS1,161976,3,504.0,4.7,,2024-03-14
E01534,Charles Gonzales,daniel71@carpenter-park.edu.au,Finance,Perth,Full-time,SES1,75271,2,825.1,4.4,,2023-02-13
E01535,David Boone,benjaminhall@ferguson.org.au,Finance,Hobart,Part-time,SES1,112144,5,250.2,4.5,Assumenda ratione porro dolores officia ullam.,2023-01-28
E01536,Mrs. Amanda Wells,lisahawkins@bauer-castillo.info,Engineering,Canberra,Casual,APS2,87899,1,1719.7,4.1,Ab repudiandae ipsa et aperiam.,2023-09-18
E01537,Jeremy Torres,marie35@perez.com,Sales,Brisbane,Part-time,SES1,74257,4,1164.8,2.9,,2024-07-28
E01538,Justin Rodriguez,mjennings@ramirez-james.com.au,Marketing,Darwin,Full-time,APS5,75181,2,616.8,3.2,,2024-06-24
E01539,Jessica Gray,brittanysanders@benitez.org.au,Legal,Sydney,Part-time,APS5,147439,5,1352.3,3.1,Consequatur non ducimus fugiat recusandae ea.,2024-02-22
E01540,Amy Matthews,norrisdaniel@larson.com,Legal,Sydney,Full-time,APS2,73431,3,867.6,3.8,,2024-09-12
E01541,Cynthia Velazquez,frank18@ortiz.org,HR,Hobart,Casual,APS5,62067,4,1786.2,3.3,,2023-06-19
E01542,Jean Fitzgerald,christine97@wood.net.au,Sales,Darwin,Casual,EL1,144115,5,1391.1,4.0,Eveniet quae expedita maxime veniam quia sapiente.,2024-11-23
E01543,Charles Alexander,msimon@prince.org,Marketing,Adelaide,Casual,APS3,143463,5,521.9,2.3,Minus deleniti non similique tempore.,2023-04-16
E01544,Timothy Christensen,ruth45@tyler.biz,Marketing,Adelaide,Part-time,APS4,74202,2,1526.6,4.2,,2023-08-17
E01545,Shane Mills MD,millerjessica@johnson.biz,Sales,Brisbane,Full-time,EL1,113453,5,1289.5,5.0,Beatae aspernatur doloribus voluptates laudantium molestiae eius.,2024-04-29
E01546,Laura Clay,rojaschristina@berry.info,HR,Perth,Contract,EL2,64000,4,395.7,1.9,,2024-07-29
E01547,Anthony Stewart,lmiddleton@walker.com.au,IT,Adelaide,Casual,APS6,177771,5,335.5,4.6,,2023-01-18
E01548,Mary Garner,webstersteven@smith.org,Legal,Brisbane,Full-time,EL1,78672,5,1137.0,2.4,,2024-07-16
E01549,Alicia Garner,johnstonkristin@smith.org,Legal,Canberra,Part-time,SES1,94870,1,1432.1,2.5,,2024-01-23
E01550,Victoria Parker,michael36@berry.edu,HR,Brisbane,Full-time,APS4,133635,4,1474.9,1.4,,2024-12-03
E01551,Joseph Garcia,williamsmark@evans.info,Legal,Perth,Full-time,APS6,93021,2,1421.3,2.6,,2023-06-02
E01552,Benjamin Cooper,wharris@taylor-gonzales.org.au,Marketing,Sydney,Casual,SES1,65316,1,1515.3,1.7,Magni nobis necessitatibus distinctio doloribus nulla.,2023-08-18
E01553,Lori Stephens,odavis@cole-sanchez.net.au,Sales,Perth,Contract,EL1,67228,1,1517.3,4.1,Reprehenderit dolores laborum delectus expedita soluta.,2024-05-30
E01554,Dylan Long,kellermary@ruiz.info,IT,Adelaide,Full-time,APS6,66280,1,737.8,1.2,Sequi molestias in.,2024-10-25
E01555,Jamie Smith,kennethboyd@aguirre-scott.biz,HR,Perth,Full-time,APS6,119393,4,1415.2,4.5,,2024-06-18
E01556,Steven Hanson,uhaley@snow.net,Engineering,Darwin,Part-time,EL1,108281,2,1183.8,2.1,,2024-05-22
E01557,Derek Hester,johnsonelizabeth@smith.net,Marketing,Brisbane,Part-time,EL1,118854,2,1334.2,4.1,,2024-02-26
E01558,Jason Henderson,bakerjonathon@chavez-rice.edu.au,Legal,Sydney,Full-time,APS1,157761,4,1332.5,4.3,,2024-01-29
E01559,Evan Lewis,johnstonbarbara@barnes.net,HR,Perth,Full-time,APS5,112072,5,1246.9,2.1,Occaecati porro a cupiditate magni quis eius nostrum.,2023-07-19
E01560,Derrick Flores,daniel35@goodman.com.au,IT,Hobart,Part-time,APS2,101182,3,1315.4,1.7,Eaque deserunt odit incidunt mollitia nam blanditiis.,2023-12-20
E01561,James Collier,kimberly03@valentine-garza.edu,HR,Sydney,Full-time,EL2,86858,2,1252.7,1.3,Magni dignissimos iusto officiis.,2023-06-17
E01562,Jose Oconnor,richardjuarez@smith-king.org.au,IT,Canberra,Part-time,EL1,147770,3,325.0,3.0,Non numquam beatae.,2024-08-10
E01563,Cheryl Petersen,lcosta@anderson.org,IT,Brisbane,Contract,APS4,147539,5,604.4,2.1,,2023-02-20
E01564,Tammy Jones,michellehall@carr.net.au,Legal,Adelaide,Part-time,APS1,98537,5,173.1,4.3,Iure ab quidem architecto animi porro porro.,2024-03-17
E01565,Denise Cunningham,josephcuevas@larsen.com.au,Finance,Darwin,Contract,APS4,92784,1,777.2,3.1,,2023-05-26
E01566,John Jensen,blevinssandra@christensen.info,Engineering,Brisbane,Part-time,SES1,69853,1,1517.7,3.6,Nesciunt quasi labore.,2024-05-18
E01567,Victoria Glenn,lharris@miller-crawford.net,IT,Darwin,Contract,APS5,131581,3,1348.7,3.0,Delectus accusamus rerum possimus.,2024-12-04
E01568,Carrie Garcia,johnsonkevin@reynolds.info,Sales,Hobart,Part-time,APS4,171159,5,401.3,3.7,Corrupti id possimus.,2023-11-23
E01569,Timothy Hernandez,johnsonmatthew@myers.org,IT,Melbourne,Full-time,EL2,124595,5,1025.8,3.5,,2024-02-17
E01570,Isaac Ortiz,smithsteven@edwards.org,Finance,Canberra,Contract,EL1,113095,5,1425.8,1.6,,2023-01-16
E01571,Robert Sheppard,lindseyjavier@davis-goodwin.com,Sales,Brisbane,Part-time,SES1,170189,2,406.8,3.5,Cupiditate atque dignissimos repellat necessitatibus quia labore.,2023-12-02
E01572,James Thomas,johnsonmadison@berg-mckinney.net,Sales,Adelaide,Full-time,APS6,161880,3,1016.4,2.8,,2023-04-18
E01573,Rebecca Lutz,hudsonamy@wells.info,Operations,Sydney,Part-time,APS2,134792,2,656.6,2.6,,2024-04-12
E01574,David Brown,mandymalone@vincent-arias.org,Marketing,Brisbane,Contract,APS4,131022,3,1431.7,4.5,,2023-06-12
E01575,Charles Wong,thomasherbert@nelson.com,Finance,Adelaide,Full-time,APS6,139320,2,1225.9,3.2,,2024-09-04
E01576,Elizabeth Morrow,yware@johnson.net.au,Marketing,Melbourne,Casual,APS3,104265,5,970.7,3.5,Atque ullam iusto aspernatur iure repellendus.,2024-10-24
E01577,Allison Arellano,josephcooper@howard.com,Engineering,Brisbane,Contract,SES1,158457,1,1282.0,2.8,Autem nemo beatae veritatis.,2024-01-01
E01578,Tammy Davis,zfernandez@mitchell.biz,Sales,Hobart,Contract,EL2,130683,2,144.6,3.5,,2023-10-09
E01579,Justin Moody,dmartinez@kidd-velez.edu,HR,Hobart,Contract,EL2,124549,4,1021.4,4.4,,2024-08-11
E01580,Emily Green,samuelsandoval@davila.edu.au,Operations,Canberra,Casual,APS3,85710,4,1790.1,1.2,,2024-10-20
E01581,Eddie Mathis,christopherturner@powell.edu,Finance,Canberra,Part-time,EL1,163862,2,726.8,3.8,,2023-01-31
E01582,Patricia Dunlap,philliphayden@anderson.org.au,Sales,Brisbane,Casual,EL1,134605,1,152.1,1.5,,2023-10-14
E01583,Derrick Kim,cblackburn@moore.biz,Legal,Canberra,Casual,APS6,128627,4,883.2,2.6,,2023-05-24
E01584,Jeffrey Hernandez,jacksonwhitney@paul.org,Marketing,Perth,Part-time,APS3,77445,5,1356.9,4.4,,2024-02-05
E01585,Heather Murphy,kathleensmith@smith.biz,IT,Canberra,Full-time,SES1,104588,4,379.5,1.3,Recusandae quia voluptatibus iste nisi.,2024-11-27
E01586,April Meyer,martinezdavid@johnson.biz,Legal,Perth,Part-time,EL2,105003,4,385.1,3.3,,2024-02-18
E01587,Natalie Hernandez,dominicsimpson@harmon-perkins.edu,IT,Canberra,Casual,APS6,172780,5,280.6,3.8,Quas qui nulla harum molestiae quasi error.,2024-01-14
E01588,Tiffany Bender DVM,qcastillo@sanchez-williams.edu.au,Engineering,Adelaide,Casual,SES1,171427,5,651.4,3.4,,2024-05-14
E01589,Valerie Robertson,johnwilson@sharp.info,IT,Melbourne,Part-time,APS1,141681,1,1592.2,4.6,,2024-08-13
E01590,Brendan Khan,christopher98@wood.edu.au,HR,Adelaide,Contract,EL2,86102,5,1516.1,2.3,,2023-08-30
E01591,Ellen Kaufman,cynthiaballard@smith.org.au,HR,Perth,Part-time,APS6,71561,3,599.2,1.4,Impedit adipisci eum velit non.,2023-12-02
E01592,Kevin Padilla,jreynolds@brown.com,Operations,Canberra,Part-time,APS6,122371,5,265.5,4.2,Provident molestiae at magni.,2024-04-03
E01593,Marissa Palmer,tammy26@johnson.edu,Marketing,Hobart,Full-time,APS3,97156,1,159.8,2.4,,2024-04-12
E01594,Kathleen Barker,taylorclarke@walsh-lee.net,HR,Brisbane,Contract,SES1,139307,2,1388.2,1.0,Veritatis dolore voluptatum accusantium.,2024-01-05
E01595,Christopher Davis,andrearivera@wilson.org,Legal,Hobart,Part-time,EL1,103370,5,1475.5,4.2,Voluptate exercitationem accusantium pariatur tempora beatae adipisci iure.,2024-03-14
E01596,Anthony Simmons,browndavid@boyd.com.au,Legal,Brisbane,Contract,SES1,118953,5,851.7,2.2,,2023-06-21
E01597,Nathaniel Reese,jamesstrong@moss.net.au,Legal,Hobart,Casual,SES1,177069,3,1020.3,2.4,,2024-08-25
E01598,Allen Conway,alexander66@walker-briggs.net,Legal,Hobart,Part-time,APS5,99916,5,1647.8,4.9,,2024-12-10
E01599,Nicholas Arellano,diana27@huerta-christian.net,Finance,Perth,Full-time,APS3,175669,1,172.9,4.2,,2024-01-17
E01600,Vincent Rodriguez,cookadam@ball-lindsey.org.au,IT,Perth,Part-time,APS2,174998,1,1458.8,4.5,Laudantium corrupti doloremque nam in.,2023-03-12
E01601,Jason Jackson DVM,bradydavid@barnett-white.info,Legal,Melbourne,Full-time,EL2,128391,2,1176.8,2.7,Magni sed provident.,2023-07-06
E01602,Gregory Hale,icisneros@terrell-huber.edu.au,Marketing,Perth,Contract,SES1,141259,4,344.9,4.9,,2024-12-07
E01603,Stacey Ortiz,rdixon@carter.org,Engineering,Brisbane,Contract,APS5,60834,2,722.7,3.1,,2024-12-21
E01604,Margaret Ward,gutierrezsarah@turner.org,Marketing,Melbourne,Full-time,APS4,128921,2,1469.2,1.7,,2024-07-10
E01605,Erik Nelson,kyleparker@koch-molina.edu,IT,Hobart,Part-time,APS2,78771,1,1165.8,3.5,,2023-03-02
E01606,Brian Miller,mbridges@potter.org,HR,Sydney,Part-time,SES1,124164,2,446.7,3.2,,2023-12-20
E01607,James Vazquez,dawn11@lambert.info,Engineering,Darwin,Full-time,EL1,147183,4,400.8,1.7,,2023-12-25
E01608,Kimberly Miller,stevensmith@patterson.edu.au,Marketing,Brisbane,Casual,APS6,109664,2,1566.7,4.8,,2023-11-30
E01609,Kathryn Shields,jenniferrice@willis-barnes.com,Engineering,Melbourne,Part-time,EL1,111445,1,1033.9,1.7,,2024-03-26
E01610,Jennifer Cline MD,velasquezvictoria@davis.net,Operations,Brisbane,Contract,APS2,85994,4,1438.3,3.9,,2024-08-01
E01611,Paul Miller,johnjohnson@morales.edu,Finance,Brisbane,Part-time,APS6,135582,5,1646.4,1.9,,2024-02-26
E01612,Rodney Allen,craigblair@cruz.com,Sales,Brisbane,Full-time,APS6,143932,3,501.7,3.2,Autem ipsum repudiandae numquam totam.,2023-08-31
E01613,Brandon Hill,clarksamantha@li-allen.info,Legal,Darwin,Part-time,APS4,100378,3,810.4,3.0,,2024-10-22
E01614,Leah Owens,vwilliams@wilkerson.org,Engineering,Adelaide,Part-time,APS4,97990,2,1701.2,3.3,,2023-09-25
E01615,Teresa Sutton,bowenjonathan@wong.edu,Engineering,Darwin,Part-time,APS2,139116,5,846.0,1.7,Sint ullam occaecati aspernatur vero exercitationem.,2023-06-28
E01616,Christopher Wilson,jlivingston@lowe.com,Finance,Perth,Part-time,APS6,138105,4,1391.6,4.6,,2023-04-26
E01617,Richard George,espinozataylor@rodriguez-johnson.edu,Legal,Perth,Part-time,APS3,63680,1,329.0,2.5,Quod iusto rerum consectetur.,2023-02-25
E01618,Kyle Chang,fking@nichols.net.au,Finance,Darwin,Contract,APS5,149917,4,981.7,3.0,Aliquam soluta nam autem temporibus.,2024-08-05
E01619,Dustin Smith,kristen78@smith.net,IT,Perth,Casual,APS6,143548,5,770.4,1.2,Deserunt quisquam distinctio hic delectus.,2023-02-11
E01620,Barbara Richards,wmorrison@arnold-bradford.net,Marketing,Darwin,Contract,APS4,166780,5,1553.8,3.3,Pariatur accusantium reiciendis placeat explicabo ipsa.,2023-04-23
E01621,Danielle Atkinson,heidi21@brown-wilson.biz,Operations,Canberra,Full-time,APS4,62993,2,1192.9,1.7,,2024-08-23
E01622,Samantha Price,castilloalec@cox.edu,HR,Sydney,Part-time,APS5,145688,5,427.8,3.4,,2023-07-21
E01623,Stephanie Moore,jacquelineneal@medina.edu,Engineering,Sydney,Part-time,APS2,125518,1,1134.8,1.5,,2024-02-12
E01624,Kathy Robinson,turnerdaniel@burke-pacheco.com,Operations,Sydney,Part-time,APS2,173604,4,797.2,4.0,Similique aliquid aut tenetur fugiat quaerat.,2023-05-23
E01625,Michelle Hays,richard33@parrish.net,HR,Melbourne,Full-time,APS2,110145,4,277.7,4.7,,2023-02-12
E01626,Anna Nguyen,gilmorejoshua@fisher-mack.org,Finance,Perth,Part-time,EL2,146732,5,1391.9,4.7,Magni repellat ratione sequi commodi iusto mollitia.,2023-07-22
E01627,Phillip Lin,amyjones@velez-rivera.com.au,IT,Adelaide,Contract,EL1,130274,1,1222.6,2.8,,2024-11-12
E01628,Kevin Hubbard,vhunter@green-bennett.com,HR,Brisbane,Casual,APS3,71809,3,138.6,3.2,,2024-02-09
E01629,Robin Murray,jessicasmith@buchanan-graham.net.au,Finance,Perth,Part-time,APS6,97580,4,319.0,4.4,,2024-08-28
E01630,Jenny Ford,benjaminbrown@johnson.com,Legal,Canberra,Contract,APS6,68653,1,1469.1,1.9,Iure facere rem quidem laboriosam voluptatum quibusdam.,2024-11-13
E01631,Dr. Daniel Tucker,tiffany80@oneal.com.au,Engineering,Canberra,Full-time,APS1,89997,4,301.7,2.1,,2024-03-10
E01632,Kathy Nguyen,ypowers@martin.net.au,Legal,Brisbane,Casual,EL1,77083,2,1538.8,2.0,Quo hic minus voluptatem tempora.,2023-03-18
E01633,Jose Evans,westroy@smith.biz,Engineering,Sydney,Contract,APS1,140511,2,914.8,3.2,Corporis veniam similique provident velit.,2023-10-12
E01634,Joshua Mccall,ibutler@munoz-robinson.edu,Finance,Brisbane,Full-time,EL2,116521,4,1565.3,1.1,Quam saepe non illo perferendis adipisci.,2023-08-22
E01635,Thomas Mills,ogarza@brown.net.au,Marketing,Sydney,Full-time,SES1,104877,3,543.8,4.5,Ea expedita ad minima rerum.,2024-12-01
E01636,Kara Lane,kruegermark@patterson-scott.com,Marketing,Darwin,Part-time,APS1,62209,5,717.4,4.6,Deleniti omnis eum ipsum qui magnam.,2024-05-23
E01637,Kathryn Morgan,erik19@huffman.net,Marketing,Perth,Casual,APS2,148744,3,732.3,2.7,Sapiente labore similique quibusdam.,2023-06-26
E01638,Nicholas White,gregoryschneider@garcia-juarez.info,HR,Melbourne,Casual,APS3,60358,1,175.0,1.2,Officiis laudantium non voluptas autem cum.,2023-05-02
E01639,Brooke Ware,daniel48@ray-hall.net.au,Finance,Hobart,Part-time,EL1,112250,3,1397.9,1.4,,2023-06-15
E01640,Brian Coleman,clarkmelissa@lopez.biz,Finance,Melbourne,Full-time,SES1,166474,3,861.2,1.6,,2023-02-01
E01641,Victoria Norton MD,jack64@poole-brown.edu,Finance,Sydney,Full-time,EL2,85622,5,172.2,2.8,,2023-09-10
E01642,Benjamin Marshall,dorseylinda@ross.info,IT,Darwin,Full-time,APS6,66265,3,713.9,3.1,Suscipit placeat velit.,2023-10-10
E01643,Craig Lopez,rwhite@lane-farrell.info,Sales,Canberra,Full-time,APS3,152283,2,142.1,3.3,,2023-07-06
E01644,Donald Wallace,ruthsmith@rubio.biz,Legal,Sydney,Contract,EL2,138139,3,943.5,1.8,Ea culpa expedita quas repellendus mollitia.,2024-07-28
E01645,Larry Rojas,davidhaynes@white-callahan.org,IT,Brisbane,Part-time,EL1,117603,3,1525.2,4.6,Blanditiis harum expedita aliquid voluptate natus inventore.,2024-03-23
E01646,Jeffrey Barnes,kbrewer@roy-tran.net,HR,Hobart,Part-time,SES1,151681,4,132.3,1.2,,2023-09-30
E01647,Daniel Burns,andrew08@graham.info,HR,Darwin,Casual,APS5,63268,1,1451.7,1.2,,2024-08-25
E01648,Nicole Mathis MD,gardnerelizabeth@cunningham.edu.au,HR,Melbourne,Full-time,APS5,62575,3,1095.5,3.2,,2024-07-19
E01649,Cody Jones,kimberly43@johnson.com,Marketing,Sydney,Casual,APS1,152763,1,638.3,1.7,,2023-09-19
E01650,Carrie Moore,johnthompson@sanchez.com,Marketing,Darwin,Contract,EL2,129361,4,1186.1,3.6,,2023-07-23
E01651,James Pearson,maurice01@dyer.net.au,HR,Brisbane,Contract,EL1,158291,3,273.5,4.6,Dolorem illo magnam.,2023-04-12
E01652,Kristina Neal,cindyfischer@lee.net,Marketing,Hobart,Contract,APS1,94887,2,496.6,1.7,Hic cum incidunt ab modi.,2023-11-27
E01653,Paul Ryan,daviddecker@goodwin-davis.edu.au,Marketing,Brisbane,Contract,APS2,68781,3,380.7,2.7,Ipsam ex nisi est.,2024-11-07
E01654,Lindsay Anderson,wilsonjohn@morales-jones.info,Engineering,Sydney,Contract,APS1,130851,2,279.7,2.6,,2023-06-12
E01655,Jacob Moore,cruzcaitlin@davidson-knight.info,Marketing,Darwin,Full-time,APS2,90829,3,1263.4,4.0,,2024-08-08
E01656,William Davis,henrygriffin@perez.biz,HR,Sydney,Contract,APS2,155807,5,956.2,3.4,,2023-10-24
E01657,Jeff Sampson,qflores@soto.org,HR,Canberra,Contract,SES1,99860,5,335.0,4.0,,2024-04-07
E01658,Stefanie Simmons,ostokes@smith.org,IT,Sydney,Casual,EL2,61511,5,393.4,4.2,,2023-09-23
E01659,Sherry Barrera,nancy40@martin.com.au,Legal,Adelaide,Full-time,EL2,168633,2,1531.6,2.5,,2023-03-29
E01660,David Rivera,stewartjoseph@ingram.net,HR,Hobart,Part-time,APS2,125494,5,559.7,1.7,,2024-11-17
E01661,Ryan Holmes,lwashington@little-green.edu.au,Operations,Canberra,Contract,EL2,147854,4,1229.8,1.2,Fugiat qui similique corrupti.,2023-02-14
E01662,Joshua Erickson,courtney58@garza.com,HR,Darwin,Full-time,APS5,163562,5,820.0,2.4,,2023-02-15
E01663,Joshua Vasquez,yvasquez@gonzalez.org,IT,Canberra,Contract,APS3,177147,5,1048.9,2.3,Nihil nam explicabo facere nulla animi excepturi quaerat.,2024-01-22
E01664,Toni Hill,dana58@lee.net.au,Engineering,Hobart,Part-time,EL1,65920,5,1674.6,3.8,Quae labore illo cupiditate qui eaque.,2023-10-17
E01665,Mr. Richard Cox,michellewalsh@mclaughlin-miller.edu.au,IT,Brisbane,Contract,APS5,119383,5,631.1,1.3,,2023-01-12
E01666,Justin Thompson,alan18@gomez.biz,HR,Adelaide,Part-time,EL1,106605,5,1392.1,4.3,,2024-02-21
E01667,Stephen Evans,andrealopez@gilmore-lucas.com.au,Operations,Hobart,Part-time,APS1,112445,5,1284.4,1.9,Recusandae doloribus earum enim.,2023-02-12
E01668,Linda French,sfoster@williams-ortiz.com,Marketing,Sydney,Contract,EL1,158683,5,856.8,3.3,,2024-03-11
E01669,Ronald Cooper,mccartymichael@lopez.net,HR,Canberra,Casual,APS2,168749,1,1097.0,4.0,,2023-09-12
E01670,Alicia Hall,williamskathleen@robinson.edu.au,Operations,Brisbane,Contract,APS4,87963,4,1323.5,4.6,,2023-12-16
E01671,Christopher Huff,millerbrittany@phelps-neal.biz,Finance,Brisbane,Casual,APS5,72372,4,665.2,4.3,Ut corporis laborum.,2023-01-23
E01672,James Ross,dguerra@cantrell-berg.biz,Marketing,Perth,Contract,APS5,76327,5,265.5,2.3,,2023-02-02
E01673,Michael Reeves,alex95@ford.net,Marketing,Brisbane,Contract,APS1,68281,4,1384.5,2.9,,2023-03-08
E01674,Jeremy Coleman,meredithnunez@bird.biz,Finance,Adelaide,Full-time,SES1,173547,4,884.9,3.2,Accusamus vel nulla eligendi.,2023-04-10
E01675,Jeffrey Taylor,jenniferprice@yoder-roberts.org.au,Marketing,Hobart,Full-time,EL1,163189,2,1527.5,3.5,,2024-02-08
E01676,John Barrett,emills@shannon-goodwin.biz,Sales,Hobart,Part-time,SES1,136253,4,1284.0,3.2,,2023-11-16
E01677,Christine King,hector04@lamb-kennedy.net.au,HR,Brisbane,Casual,APS6,101098,1,288.1,3.5,Maiores ipsam voluptatum saepe.,2024-09-05
E01678,Luis Lopez V,blakejackson@robinson.com.au,Engineering,Hobart,Part-time,APS6,110002,1,697.1,1.3,,2023-03-22
E01679,Carol Adams,ynorman@mason.edu.au,Finance,Melbourne,Contract,APS4,101207,2,798.3,3.8,,2023-05-09
E01680,Kelly Bright,michaelcarter@wood.org,Marketing,Adelaide,Casual,APS6,109674,4,113.1,1.1,,2024-11-02
E01681,Keith Campbell,hthompson@gross-adams.com,Marketing,Hobart,Casual,SES1,98445,4,1797.7,3.7,,2023-10-08
E01682,April Morgan,connie57@acevedo.net,Sales,Canberra,Casual,APS1,94358,2,124.4,4.2,,2023-11-15
E01683,Richard Morrison,perkinsjeffrey@jones.info,Legal,Canberra,Contract,EL2,176976,1,1071.1,4.1,,2023-11-12
E01684,Madison Mclaughlin,jeffrey88@hill-bryant.biz,IT,Hobart,Full-time,SES1,115725,2,512.3,4.1,,2023-09-22
E01685,Angela Goodwin,natalie46@anderson-mcdowell.org.au,Operations,Canberra,Contract,APS3,97904,1,284.3,3.5,Mollitia repellat vitae architecto omnis sunt.,2024-09-10
E01686,Jake Holmes,maysedward@middleton-jackson.com.au,Finance,Hobart,Contract,APS1,84476,1,397.3,2.2,,2024-04-07
E01687,Jose Cook,jsantos@smith-cherry.net.au,Engineering,Melbourne,Casual,EL2,160113,3,1142.6,2.6,Quidem incidunt excepturi alias provident ipsam.,2023-04-17
E01688,Leslie Sanchez,sandersdeanna@clark.com.au,HR,Hobart,Casual,APS2,171645,5,1486.0,2.0,,2024-06-13
E01689,Brandy Moss,ejenkins@day.edu,Finance,Darwin,Full-time,SES1,74201,4,1101.0,4.9,,2024-05-07
E01690,Matthew Jordan,waynerivera@stokes.org.au,Operations,Sydney,Full-time,APS4,82660,5,1112.4,4.8,,2024-03-30
E01691,Christine Frazier,heathersteele@avila.net.au,Marketing,Melbourne,Part-time,EL2,113549,3,1549.7,3.6,Sed sapiente odio necessitatibus consequuntur blanditiis.,2024-03-11
E01692,Dennis Gates,whubbard@gardner.info,HR,Canberra,Full-time,APS3,86724,5,527.1,3.9,Illum dignissimos saepe.,2024-05-05
E01693,Jennifer Martin,wellssherry@perkins.edu.au,Legal,Canberra,Full-time,EL1,120450,5,695.6,4.3,,2023-06-22
E01694,Zachary Velasquez,tracyhoffman@park-church.org.au,Operations,Adelaide,Part-time,APS5,133071,2,955.9,4.5,Iure itaque totam ab in.,2024-01-06
E01695,Lisa Jackson,eric39@mcdaniel.com.au,Sales,Melbourne,Casual,APS5,97382,4,675.5,1.6,Vero esse voluptatibus nobis accusantium.,2023-07-21
E01696,Reginald Bishop,ycole@white.info,IT,Melbourne,Contract,APS3,130420,5,1401.1,3.9,,2024-05-18
E01697,Jacob Davies,susannelson@gaines.org.au,Sales,Hobart,Part-time,APS4,144549,2,931.8,1.1,,2024-07-22
E01698,Melissa Patton,owensamber@ruiz-dalton.com,HR,Hobart,Casual,EL2,145859,5,203.3,4.4,,2024-09-13
E01699,James Davidson,ericacooper@rose.com,Finance,Canberra,Casual,APS5,85475,1,757.2,5.0,,2023-08-24
E01700,Matthew King,rachelvaldez@murphy.info,Operations,Melbourne,Part-time,APS5,90083,3,120.1,4.4,,2024-12-17
E01701,Ashley Brown,robertevans@hobbs-harris.edu,Sales,Adelaide,Contract,EL2,127395,1,1532.4,2.4,Molestiae maxime tempore vero aperiam culpa corrupti cumque.,2023-06-26
E01702,Krista Curtis,marissa85@guerrero.info,Legal,Melbourne,Casual,APS5,168246,5,457.5,3.1,,2024-01-06
E01703,Jordan Riley,stephanie27@hill.biz,IT,Darwin,Full-time,EL2,62040,3,509.6,3.4,,2023-05-31
E01704,Melissa Ball,kgarrison@sullivan-anderson.edu,Marketing,Brisbane,Contract,SES1,134435,5,823.5,3.3,,2024-06-10
E01705,Casey Smith,bryantcynthia@gamble.org.au,Finance,Brisbane,Casual,APS5,152153,2,1523.8,1.4,Eligendi dolor rem fugit officiis.,2024-04-05
E01706,Felicia Boyd,fyoder@smith.net,IT,Adelaide,Full-time,APS1,172964,5,1018.8,4.9,Error omnis fugiat illum.,2024-12-28
E01707,Brandon Howe,stephenwright@arnold.edu.au,Operations,Brisbane,Part-time,APS4,81329,5,500.3,3.3,,2023-04-16
E01708,Rodney Mcintosh,wrightnicholas@smith-hull.net,Engineering,Sydney,Contract,APS1,80593,5,457.2,1.7,,2024-06-11
E01709,Evan Richard,bobby53@duran.edu,IT,Sydney,Part-time,APS3,166982,1,125.3,1.9,Ratione quod eius accusamus doloribus id.,2023-01-03
E01710,Sara Nolan,davidsawyer@hayes.net,Sales,Darwin,Contract,EL2,65938,1,963.5,3.5,,2024-11-18
E01711,Jennifer Hernandez,susanhall@james.edu.au,HR,Adelaide,Full-time,APS1,167194,3,421.9,2.5,Voluptas illum nesciunt consectetur neque necessitatibus laborum tenetur.,2023-04-06
E01712,Susan Taylor,beanjacob@hughes.edu.au,IT,Sydney,Casual,SES1,145180,2,1190.0,1.3,,2024-06-06
E01713,James Sanders,kfry@russell.edu.au,Marketing,Melbourne,Part-time,EL1,100544,4,1572.8,3.4,Tenetur veniam omnis culpa totam nobis veritatis molestias.,2024-11-23
